Name,Country,Age,Gender,Account_Creation_Year,Minutes_Spent
Julie Jones,Lebanon,36,Non-binary,2011,458
Scott Townsend,Martinique,38,Female,2023,175
Michelle Brown,Jamaica,64,Non-binary,2023,331
Jason Benson,Tanzania,16,Non-binary,2011,37
Stephanie Strong,Heard Island and McDonald Islands,31,Female,2022,197
Lorraine Williams,San Marino,44,Non-binary,2021,194
Andrew Johnson,Slovenia,35,Female,2020,411
Dr. Janet Collins DDS,Haiti,18,Non-binary,2014,28
Felicia Owen,Bulgaria,30,Male,2022,287
John Clay,Isle of Man,62,Male,2020,430
Dr. Crystal Spencer,Saint Helena,58,Non-binary,2013,360
Nichole Schneider,Christmas Island,33,Non-binary,2015,103
Joshua Meyer,Northern Mariana Islands,16,Female,2012,190
Theresa Hughes,Equatorial Guinea,33,Female,2014,80
Christian Vance,Sudan,18,Female,2014,346
Brianna Hill,American Samoa,60,Female,2015,445
Elizabeth Joseph,Cyprus,24,Non-binary,2013,305
Steven Johnson,Saint Helena,16,Non-binary,2021,477
Stacy Ellis,Russian Federation,56,Male,2011,476
Charles Hayes,Tuvalu,24,Female,2012,454
Jon Padilla,French Guiana,31,Female,2020,419
Kristin Barber,Lebanon,33,Female,2011,415
Elizabeth Patterson,Burkina Faso,29,Non-binary,2012,154
Larry Martin,Cocos (Keeling) Islands,36,Non-binary,2016,320
Lucas Perez,Tokelau,57,Male,2012,212
Steven Williams,Guinea,47,Male,2017,142
Alexander Hernandez,Comoros,37,Male,2017,33
Travis Nguyen,Heard Island and McDonald Islands,23,Female,2020,404
Nicole Lopez,Tajikistan,47,Non-binary,2013,182
Louis Morris,Latvia,18,Female,2010,415
Tamara Herrera,Norway,48,Male,2011,371
Wendy Richard,Montenegro,41,Non-binary,2015,116
Seth Stewart MD,Germany,34,Non-binary,2016,495
Tracy Cook,Jamaica,28,Male,2013,477
Tyler Manning,Guyana,23,Female,2011,306
Brian Lyons,Aruba,20,Non-binary,2022,103
Joshua Cruz,Bulgaria,56,Female,2011,231
Brendan Aguilar,Poland,28,Non-binary,2019,374
Patrick Cohen,Panama,47,Female,2023,433
David Pham,Wallis and Futuna,56,Female,2013,49
Joseph Cortez,Martinique,20,Female,2013,374
Anthony Little,Zimbabwe,19,Male,2016,198
Sean Sanchez,Nicaragua,36,Non-binary,2016,487
Veronica Kim,British Virgin Islands,29,Female,2019,355
Christine Johnson,Iran,24,Male,2011,225
Rachel Curry,Falkland Islands (Malvinas),27,Non-binary,2021,12
Paula Thompson,Brazil,45,Non-binary,2019,302
Anthony Holland,Peru,47,Female,2023,397
Steven Pope,Malaysia,51,Male,2023,33
Andrea Jones,Cameroon,49,Non-binary,2016,92
Peter Pena,Turkmenistan,29,Female,2021,62
Debra Wolf,Congo,63,Female,2021,184
Lisa Chan,Egypt,17,Male,2014,68
Tony Velazquez,Poland,58,Male,2019,491
Eric Mcgee,Greenland,32,Female,2016,492
Richard Odonnell,Micronesia,34,Non-binary,2020,222
Sharon Jarvis,Iraq,35,Female,2022,355
Abigail Arias,Myanmar,45,Female,2010,484
Leslie Griffin,Cook Islands,32,Male,2013,323
James Patel,Netherlands,32,Male,2013,200
Dr. Fernando Adams,Uganda,13,Non-binary,2015,355
Denise Murphy,Falkland Islands (Malvinas),19,Female,2012,317
Andrea Smith,Nigeria,34,Non-binary,2013,96
Adam Franco,Sudan,38,Non-binary,2018,153
Douglas Faulkner,Albania,21,Non-binary,2022,406
Pamela Stewart,Faroe Islands,35,Female,2021,463
John Beasley,Saudi Arabia,33,Male,2014,335
Lauren Hogan,Japan,25,Non-binary,2013,410
David Fernandez,Canada,42,Female,2010,257
Mr. Benjamin Porter,Latvia,39,Male,2012,422
Jennifer Francis,Ecuador,53,Male,2023,246
Vincent Brooks,British Virgin Islands,65,Non-binary,2012,367
Melissa Ford,Afghanistan,27,Male,2019,411
Nicole West,Lithuania,26,Non-binary,2023,34
Natalie Vaughn,Taiwan,46,Non-binary,2022,212
Richard Le,Australia,62,Non-binary,2018,13
Lori Harrison,Bosnia and Herzegovina,27,Non-binary,2018,220
Joanne Stone,Suriname,23,Female,2011,167
Kara Hess,Sri Lanka,36,Non-binary,2018,173
Daniel Sandoval,Pitcairn Islands,21,Non-binary,2018,364
Madison Salinas,Tonga,18,Male,2021,136
James Pierce,Romania,18,Male,2020,495
Joshua Brock,Colombia,55,Non-binary,2018,491
Lori Zimmerman,Korea,13,Male,2018,462
Paul Lucero,Reunion,60,Non-binary,2018,340
Chelsea Hodges,Faroe Islands,14,Male,2018,285
Kristi Perez,Heard Island and McDonald Islands,57,Male,2012,210
Julie Woodward,Equatorial Guinea,37,Non-binary,2016,248
Jason Hill,Iceland,44,Female,2023,172
Chad Campbell,Saint Vincent and the Grenadines,63,Non-binary,2021,26
Deborah Gomez,Nauru,61,Non-binary,2015,10
Diane Lewis,Australia,22,Male,2022,11
Angelica Foster,Rwanda,51,Female,2013,314
Danny Green,Netherlands,57,Female,2013,288
Felicia Baldwin,Cambodia,22,Female,2010,390
Jay Mclaughlin,Iceland,55,Female,2022,473
Thomas Lara,Saint Helena,48,Male,2010,165
Robert Garrett,Liechtenstein,16,Female,2023,223
Paul Miller,Bangladesh,58,Male,2019,202
William Ortiz,Costa Rica,61,Non-binary,2017,434
Linda Blair,Myanmar,28,Non-binary,2021,77
Keith Grant,Kenya,19,Female,2013,60
Carrie Davidson,Italy,42,Female,2021,402
Mark Gonzalez,Heard Island and McDonald Islands,46,Male,2013,1
Anthony Ortega,Chad,34,Female,2018,13
Amanda Gordon,Wallis and Futuna,44,Male,2016,293
Elizabeth Willis,Cambodia,36,Female,2019,371
Matthew Ray,Romania,59,Non-binary,2023,33
Chad Strickland,Togo,19,Male,2017,79
Derek Owens,Algeria,26,Non-binary,2012,465
Kimberly Mcgee,Falkland Islands (Malvinas),50,Female,2017,299
William Oneill,Norway,48,Non-binary,2011,83
Karina Hood,Russian Federation,15,Female,2015,374
Stephanie Gonzalez,Algeria,16,Non-binary,2022,158
Brittany Hale,United States Minor Outlying Islands,63,Female,2020,371
Michael Esparza,Brunei Darussalam,22,Non-binary,2019,379
Ernest Thompson,Cameroon,14,Non-binary,2022,478
Erika Reid,Paraguay,28,Male,2013,212
Stephanie Nichols,Guernsey,58,Male,2018,393
Lisa Baldwin,Ghana,24,Female,2011,351
Dr. Alexis Mitchell,Isle of Man,64,Male,2019,184
Mark Harris,Latvia,26,Female,2019,303
Juan Hahn,Heard Island and McDonald Islands,44,Non-binary,2016,22
Ashley Mcintosh,Anguilla,50,Female,2012,259
Zachary Johnson,Germany,42,Male,2020,495
Denise Wilson,Togo,14,Female,2023,109
Lauren Montoya,San Marino,45,Non-binary,2011,321
Dr. Natalie Castro,Sierra Leone,36,Female,2019,187
Michael Thompson,Cocos (Keeling) Islands,16,Male,2017,230
David Ramirez,Ethiopia,65,Female,2018,45
Amanda Jackson,Maldives,57,Female,2023,386
Mike Donovan,France,54,Non-binary,2017,262
Steven Smith,Antigua and Barbuda,39,Non-binary,2013,436
Gregory Colon,Finland,56,Non-binary,2014,308
Michael White,Grenada,60,Non-binary,2020,410
Jorge Watkins,Ecuador,45,Female,2014,195
Daniel Campos,Kuwait,57,Female,2010,349
Norma Perez,Martinique,36,Female,2012,381
Joseph Smith,Libyan Arab Jamahiriya,24,Female,2019,384
Jordan Cook,Belgium,18,Female,2018,321
Jennifer Arnold,Netherlands Antilles,56,Non-binary,2022,389
Peter Howell,Anguilla,30,Male,2017,484
Sandra Williams,Sri Lanka,41,Non-binary,2013,227
Allen Roy,Romania,39,Male,2022,126
Blake West,Belarus,29,Male,2022,101
Pamela Crane,Micronesia,26,Female,2014,171
Sara Miller,Guernsey,36,Non-binary,2023,252
Elizabeth Mcpherson,Saint Lucia,43,Non-binary,2022,48
Tanya Lopez,Martinique,38,Non-binary,2019,292
Samantha Richards,Mauritania,40,Non-binary,2018,306
Taylor Thompson,Central African Republic,49,Male,2021,29
Renee Taylor,Belgium,45,Non-binary,2022,377
Kevin Miller,Bolivia,50,Non-binary,2018,351
Juan Carter,Thailand,29,Female,2021,304
Manuel Hale,Benin,38,Non-binary,2017,489
Lori Francis,Yemen,29,Male,2019,439
Susan Moore,Saint Lucia,33,Male,2010,51
Lisa White,Guadeloupe,55,Non-binary,2014,10
Robert Smith,Bermuda,58,Non-binary,2014,322
Richard Barton,Portugal,49,Non-binary,2019,305
Rachel Schultz,Guatemala,29,Non-binary,2011,486
Jocelyn Shah,Iraq,43,Non-binary,2014,260
Aaron Rodriguez,Martinique,50,Female,2010,49
Robin Mason,Kiribati,24,Non-binary,2021,13
Nicole Austin,Gambia,39,Female,2014,372
Thomas Houston,Greenland,33,Female,2021,297
Angela Bennett,Niger,34,Male,2010,409
Claudia Sutton,Iraq,47,Female,2021,498
Pamela Davis,Kiribati,61,Female,2017,329
Amber Webb,Tokelau,33,Male,2023,290
Richard Rodriguez,Estonia,52,Female,2023,369
Dustin Greene,Palau,22,Non-binary,2012,75
Timothy Hoffman,Ireland,27,Female,2020,142
Jeremy Odom,Cambodia,52,Non-binary,2018,301
Tyler Hamilton,Saudi Arabia,53,Female,2010,5
Wendy Cunningham,Syrian Arab Republic,51,Male,2022,10
Dawn Moody,Djibouti,46,Male,2023,470
Jeffrey Simpson,Argentina,38,Male,2016,63
Jennifer Marquez,Lithuania,16,Non-binary,2020,422
Jennifer Monroe,Liberia,55,Non-binary,2022,390
Jacqueline Ochoa,Mexico,32,Female,2010,325
Kelsey Ayers,Bolivia,38,Female,2010,418
Regina Brock,Malaysia,63,Female,2015,400
Jeffrey Hernandez,United Arab Emirates,55,Female,2011,361
Heidi Sullivan,Saint Martin,51,Female,2016,367
Laura Moreno,Estonia,36,Female,2010,218
Jeff Garcia,Luxembourg,25,Female,2023,361
William Hunter,British Virgin Islands,62,Non-binary,2020,64
Vickie Norman,Syrian Arab Republic,60,Female,2022,205
Jenna Harper,Finland,13,Female,2021,36
Alejandro Price,Liechtenstein,25,Female,2022,336
Dustin Anderson,Guinea,54,Female,2015,342
Matthew Randall,Romania,59,Male,2012,356
Rose Moss,Guinea-Bissau,58,Female,2017,55
Randy Golden,Burundi,59,Male,2021,396
Samantha Cooper,Comoros,65,Female,2023,202
Lauren Blanchard,Sao Tome and Principe,15,Male,2019,40
Jennifer Nunez,Nicaragua,63,Female,2018,347
William Cole,Libyan Arab Jamahiriya,22,Non-binary,2012,27
Brittany Martinez,Benin,29,Female,2017,89
Sara Clark,Morocco,59,Non-binary,2014,319
Debra Marshall,Antigua and Barbuda,50,Non-binary,2022,485
Dillon Larson,Argentina,39,Male,2010,91
Stephanie Howe,Gambia,25,Non-binary,2019,497
Adam Simmons,Mongolia,25,Male,2019,403
Emily Gates,Czech Republic,16,Male,2018,23
Robert Davis,Taiwan,39,Male,2013,325
Julie Young,Spain,47,Male,2019,15
Annette Mcdowell,Guinea,35,Male,2019,237
Derrick Montgomery,French Polynesia,46,Non-binary,2013,98
Brandon Burnett,Pakistan,45,Non-binary,2019,364
Michael Perez,Algeria,24,Male,2013,448
John Matthews,Paraguay,59,Male,2012,305
Aaron Hardin,Liechtenstein,29,Non-binary,2016,89
Thomas Parker,French Polynesia,62,Female,2015,162
Julia Mitchell,Micronesia,40,Non-binary,2020,439
John Williams,Croatia,20,Male,2010,105
Gregg Douglas,Romania,46,Male,2011,43
Elizabeth Bautista,Papua New Guinea,32,Female,2011,260
Kayla Turner,Italy,28,Non-binary,2023,362
Cody Williams,Haiti,57,Female,2020,84
Mario Griffin,Saint Pierre and Miquelon,63,Male,2016,399
Joseph Simmons,Madagascar,56,Non-binary,2017,401
Mark Shannon,Cook Islands,21,Non-binary,2015,35
David Tucker,Armenia,24,Female,2022,330
Christina Leon,Guinea-Bissau,45,Male,2016,375
Ryan King,Tonga,26,Non-binary,2020,95
Angela Sanchez,Cayman Islands,60,Male,2018,318
Dustin Jackson,Congo,63,Male,2019,286
Antonio Hampton,Albania,35,Male,2016,191
Joshua Baker,Sudan,61,Non-binary,2021,480
John Nguyen,Russian Federation,47,Female,2021,256
Anna Johnson,Senegal,52,Non-binary,2020,414
Steven Knox,Saint Vincent and the Grenadines,38,Male,2020,94
Melanie Barker,Japan,28,Male,2014,279
Shawn Wilson,Sudan,14,Male,2014,343
Michael Garcia,Cook Islands,47,Non-binary,2018,154
Tiffany Bowers,Uzbekistan,19,Male,2010,231
Kevin Tucker,Christmas Island,29,Non-binary,2018,198
Kenneth Bryan,Turkmenistan,63,Male,2018,437
Sarah Mclaughlin,Japan,48,Non-binary,2018,60
Bryce Hawkins,Cayman Islands,30,Male,2017,287
Regina Klein,Ireland,56,Non-binary,2018,194
Mr. Gary Savage DDS,Papua New Guinea,51,Female,2014,333
Marissa Parker,Bulgaria,38,Female,2020,25
Dominique Wright,Serbia,17,Female,2023,310
Dr. Roger Brandt,Finland,30,Female,2014,338
Thomas Gibbs,Vietnam,33,Male,2014,93
Angel Hood,South Georgia and the South Sandwich Islands,47,Male,2012,5
Craig Johnson,Hong Kong,21,Non-binary,2022,310
Ryan Gill,Suriname,26,Male,2022,385
Misty Watkins,Bouvet Island (Bouvetoya),31,Non-binary,2011,168
Cody Taylor,Sierra Leone,35,Non-binary,2011,404
Jamie Powell,Reunion,35,Non-binary,2010,445
Sharon Fischer,Oman,39,Male,2021,433
Sierra Case,Oman,42,Female,2011,254
Amy Bond,Iraq,27,Male,2012,277
Rebecca Hale,Nepal,54,Male,2020,374
Ronald Monroe,France,39,Male,2022,15
Lisa Salazar,United States of America,44,Female,2016,360
Lindsey Hall,United Arab Emirates,38,Female,2017,461
David Norton,Jamaica,49,Female,2017,441
Kimberly Moore,Iceland,33,Male,2023,250
David Day,Turks and Caicos Islands,43,Male,2012,289
Kevin Wood,Ireland,65,Non-binary,2021,163
Mikayla Patterson,Lithuania,56,Female,2017,488
Erika Martin,Montenegro,41,Male,2017,62
Tracey Lewis,Marshall Islands,53,Non-binary,2020,22
Anthony Fuentes,Cyprus,28,Female,2014,74
Adrian Hernandez,Canada,24,Non-binary,2010,306
Christopher Brown,Lesotho,55,Non-binary,2010,43
Christopher Solomon,Turkey,25,Non-binary,2018,206
Nicole Martinez,Heard Island and McDonald Islands,26,Male,2021,205
Debra Gilbert,Sierra Leone,26,Female,2010,13
Adam Gallegos,Philippines,43,Male,2010,239
David Baker,Cyprus,63,Female,2014,178
Tara Bryant,French Guiana,25,Male,2013,159
Steven Lloyd,Denmark,51,Female,2022,234
Daniel Golden,Reunion,33,Non-binary,2016,184
Ryan Wallace,Singapore,13,Non-binary,2023,382
Jennifer Freeman,Mali,26,Female,2020,265
Christina Evans,Moldova,42,Female,2020,196
William Dean,Morocco,39,Male,2011,8
Samantha Christensen MD,Ukraine,14,Non-binary,2021,32
Timothy Hughes,Mexico,60,Female,2019,242
Joseph Romero,Montserrat,18,Non-binary,2014,483
Kyle Estrada,Gabon,36,Male,2018,495
Madeline Henry,Eritrea,21,Female,2022,408
Teresa Torres,Fiji,34,Non-binary,2013,434
Kimberly Davidson,Latvia,64,Female,2021,274
Kathleen Wilson,Greece,16,Male,2017,125
Deborah Pace,Brunei Darussalam,21,Female,2013,275
Robert Norton,Gabon,62,Female,2020,365
Brandi Lin,South Africa,27,Non-binary,2017,6
Melissa Morris,Angola,46,Female,2019,257
Laura Patel,Bahamas,47,Non-binary,2010,187
Bryan Harmon,Dominican Republic,22,Male,2023,235
Michelle Simmons,Portugal,29,Male,2012,172
Amanda Owens,Saint Kitts and Nevis,33,Male,2010,101
Terry Pace,Kyrgyz Republic,16,Non-binary,2018,491
Andrew Stevens,United States Minor Outlying Islands,30,Female,2022,113
Cathy Curtis,Gabon,63,Non-binary,2016,401
Danielle Davis,Mali,54,Non-binary,2012,311
Patricia Sosa,Tunisia,57,Non-binary,2019,35
Casey Garcia,Saint Martin,13,Female,2013,38
Deborah Thornton,Montenegro,56,Female,2020,496
Philip Barrett,Brazil,46,Female,2022,36
Katie Williams,Holy See (Vatican City State),43,Male,2020,287
Scott Torres,Poland,58,Non-binary,2019,64
Denise Santiago,United Kingdom,24,Female,2022,460
Robin Lutz,Switzerland,19,Male,2017,221
Jason Branch,Slovenia,37,Non-binary,2012,152
Mary Garcia,Bosnia and Herzegovina,44,Non-binary,2013,94
Wesley White,Syrian Arab Republic,28,Female,2012,353
Andrew Garrett,Burundi,26,Non-binary,2010,190
Michael Moon,Uganda,64,Female,2015,349
Nancy Buchanan,Jersey,42,Female,2019,53
Cody Yu,Aruba,17,Female,2010,110
Manuel Johnson,Turkmenistan,22,Female,2015,231
Ryan Woods,Gabon,22,Male,2011,271
Brittney Martinez,Afghanistan,47,Male,2022,177
Kelly Dudley,Saint Lucia,26,Non-binary,2020,186
Henry Wilcox,Vietnam,15,Female,2018,65
Johnathan Rodriguez,Micronesia,31,Male,2015,289
Omar Malone,Lebanon,62,Male,2021,321
Stephanie Bauer,Qatar,53,Male,2023,198
Nancy Mullins,Netherlands,38,Female,2016,101
Cameron Simmons,Turks and Caicos Islands,51,Male,2022,381
Carla Baker,Aruba,47,Female,2010,151
Dennis Horn,Cameroon,19,Male,2010,125
Mary Graham,Mozambique,57,Female,2014,209
Rebecca Raymond,Liechtenstein,25,Male,2020,285
William Hatfield,Bahamas,40,Non-binary,2018,437
April Stevens,United States Virgin Islands,30,Non-binary,2013,203
Christopher Drake,Korea,61,Non-binary,2012,265
Joshua Arnold,Dominica,62,Non-binary,2018,422
Gregory Kane,Bhutan,36,Non-binary,2020,462
Gail Romero,Aruba,60,Non-binary,2010,279
Jonathan Gonzalez,Nauru,29,Male,2019,499
Charles Gray,Canada,26,Female,2010,420
Elizabeth Fletcher,Georgia,51,Male,2017,498
Daniel Baxter,Guadeloupe,31,Male,2018,105
Eric Smith,Saint Kitts and Nevis,35,Male,2019,214
Jimmy Morris,United Kingdom,42,Male,2020,239
Gloria Jones,Aruba,40,Male,2015,213
Todd Morris,Libyan Arab Jamahiriya,52,Female,2022,127
Shawna Miller,Equatorial Guinea,23,Non-binary,2021,419
Laura Duncan,Bosnia and Herzegovina,32,Non-binary,2018,442
Paul Wells,Kyrgyz Republic,58,Female,2020,465
Chelsey Taylor,India,58,Male,2017,422
Derrick Brown,Ethiopia,28,Non-binary,2014,355
Darlene Martinez,Malaysia,30,Non-binary,2022,251
John Acosta,Djibouti,20,Non-binary,2018,243
Michelle Blackburn,Estonia,63,Non-binary,2011,247
Anthony Long,Ghana,29,Non-binary,2012,208
Isabel Murillo,Qatar,33,Male,2010,87
Ronald Jensen,Czech Republic,23,Male,2023,68
Eric Pennington,Saint Martin,28,Male,2010,482
Lindsay Walker,Guinea-Bissau,47,Male,2022,385
Nathan Neal,Iran,20,Female,2011,483
Beth Reid,Peru,55,Non-binary,2012,161
Jesse Jackson,Singapore,32,Female,2011,229
Cynthia Hernandez,San Marino,56,Non-binary,2012,406
Kenneth Smith,Brazil,54,Female,2015,149
Victoria Cantu,Taiwan,47,Male,2022,300
Herbert Contreras,Saint Kitts and Nevis,20,Non-binary,2023,177
Robert Brown,Canada,62,Male,2021,380
Kenneth Payne,Belize,19,Non-binary,2011,49
Matthew Burton,Somalia,38,Non-binary,2020,327
Elizabeth Kim,Tuvalu,46,Female,2022,460
Richard Price,Denmark,23,Male,2021,441
Alicia Fields,Malawi,65,Female,2019,318
Lindsay Raymond,Bulgaria,25,Non-binary,2015,412
Michael Mckinney,Gibraltar,41,Female,2021,277
Tyler Butler,Ecuador,40,Non-binary,2015,70
Justin Rodriguez,Faroe Islands,17,Non-binary,2015,130
John Perez,Egypt,27,Female,2013,279
Joe Peterson,India,37,Non-binary,2018,261
John Clarke,Turkmenistan,62,Non-binary,2022,20
Joshua Jackson,French Polynesia,52,Female,2011,250
Matthew Hinton,Congo,39,Non-binary,2023,116
Omar Wong,Sri Lanka,38,Non-binary,2021,383
Sarah Flores,Bolivia,29,Female,2012,163
Loretta Green,Niger,55,Non-binary,2020,217
Becky Simmons,Guatemala,33,Female,2016,299
Brian Robinson,Italy,35,Non-binary,2023,434
Leslie Cisneros,Cameroon,13,Female,2014,377
Eric Watson,Sudan,30,Non-binary,2016,151
Tiffany Lee,Zambia,21,Female,2012,141
Michelle Hardin,Georgia,16,Male,2014,134
Justin Gutierrez,Svalbard & Jan Mayen Islands,64,Female,2018,484
Richard Liu,Niger,39,Male,2021,192
Alison Owens,Slovakia (Slovak Republic),23,Non-binary,2013,279
Joseph Collins,Jordan,27,Female,2012,44
Kimberly Young,Kuwait,25,Non-binary,2011,101
Stacie Conner,Madagascar,56,Female,2019,181
Carlos Holt DDS,France,47,Female,2014,445
Richard Robinson,Maldives,22,Male,2015,63
Edward Ortiz,Korea,33,Male,2013,168
Terry Sullivan,Chad,44,Non-binary,2020,243
Joseph Nichols,Christmas Island,35,Male,2019,222
Matthew Hicks,Yemen,33,Female,2015,120
Edward Gray,Bangladesh,22,Male,2010,188
Taylor Howell,United States of America,65,Female,2015,225
Cheryl Jackson,Mali,52,Female,2023,281
Claire Wolfe,Sweden,64,Female,2013,489
Kimberly Anderson,Nepal,52,Non-binary,2020,229
Deborah Johnson,Philippines,57,Non-binary,2014,266
Heather Green,Congo,52,Female,2023,465
Mariah Blankenship,Saint Kitts and Nevis,44,Female,2018,105
Robert Valdez,United Arab Emirates,32,Female,2012,355
Anthony Patrick,Faroe Islands,23,Non-binary,2019,449
Cameron Powers,Martinique,61,Female,2016,2
Jeremy Thompson,Bahamas,60,Male,2011,136
Jennifer Shields,Canada,26,Non-binary,2018,25
Kenneth Pennington,Liberia,58,Non-binary,2010,126
John Singleton,Bolivia,63,Male,2011,69
Andrew Wolfe,Qatar,53,Non-binary,2022,49
Isaac Burch,Macao,33,Female,2022,190
Robert Villa,Lebanon,64,Male,2012,220
David Scott,Philippines,40,Non-binary,2017,89
Mark Choi,Greenland,57,Male,2022,292
Melanie Klein,Tonga,52,Male,2017,156
Kevin Walker,Singapore,45,Female,2011,223
Laurie Holmes,Samoa,55,Non-binary,2022,56
Chris Hamilton,North Macedonia,17,Female,2015,37
Linda Rodriguez,Albania,64,Male,2019,227
Alex Baker,Gibraltar,32,Non-binary,2013,363
Michelle Miller,Estonia,54,Non-binary,2020,94
Marcus Fitzpatrick,Dominican Republic,14,Female,2018,444
William Meyer,Bolivia,56,Non-binary,2013,212
Brooke Dixon,Saint Barthelemy,65,Male,2016,423
Justin Davis,Thailand,15,Male,2023,443
Pamela Williams,Colombia,58,Female,2017,233
Emily Mccall,Nigeria,50,Male,2012,67
Richard Austin,Finland,32,Non-binary,2021,212
Allen Miller,Tanzania,44,Female,2022,410
Angelica Bauer,British Indian Ocean Territory (Chagos Archipelago),51,Female,2023,20
Kristina Mitchell,Estonia,43,Female,2012,119
Stacey Smith,Kazakhstan,32,Non-binary,2015,484
Curtis Aguilar,Benin,35,Female,2014,219
Carl Barnes,Bouvet Island (Bouvetoya),15,Non-binary,2013,346
Andrea Alexander,Lebanon,25,Non-binary,2020,137
Mark Fisher,Guernsey,59,Male,2021,299
Darryl Mcneil,Egypt,28,Female,2014,393
Briana Johnson,Comoros,47,Non-binary,2015,156
John Wolfe,Niue,52,Male,2011,303
Steven Avila,British Indian Ocean Territory (Chagos Archipelago),40,Non-binary,2012,471
Michael Hughes,Heard Island and McDonald Islands,42,Male,2021,290
Michael Cuevas,Djibouti,15,Non-binary,2018,269
Michelle Bradley,Holy See (Vatican City State),53,Male,2012,206
Derek Reid,Mozambique,54,Female,2012,265
Ian Ferrell,Monaco,58,Male,2015,312
Cheryl Walton,Montenegro,16,Non-binary,2016,161
Melissa Lawrence,Guyana,52,Male,2017,479
Wesley Shah,Mauritius,23,Male,2011,125
Corey Ward,Burkina Faso,22,Female,2018,160
Briana Moore,Japan,44,Female,2018,281
